language	subject	disambiguation	item	crit1	crit2	crit3	AoO	age
S	s11	1	1	0.597673552	0.454565863	0.505640048	26.00	26.00
S	s11	2	2	-0.06871275	-1.584962501	-0.072149786	26.00	26.00
S	s11	1	3	0.2410081	-0.599759503	1.295455884	26.00	26.00
S	s11	2	4	-0.319177484	-0.36804002	-0.409644241	26.00	26.00
S	s11	1	5	0.36975662	-1.584962501	0.760329587	26.00	26.00
S	s11	2	6	-1.584962501	0.736965594	-1.584962501	26.00	26.00
S	s11	1	7	-0.535037275	-1.056902391	-0.823122238	26.00	26.00
S	s11	2	8	0.259643817	-1.584962501	0.466781074	26.00	26.00
S	s11	1	9	-1.584962501	-1.584962501	-1.584962501	26.00	26.00
S	s11	2	10	0.098853387	-0.676211563	0.255257055	26.00	26.00
S	s11	1	11	1.584962501	-1.106308902	1.584962501	26.00	26.00
S	s11	2	12	0.106915204	-0.676211563	-0.255257055	26.00	26.00
S	s11	1	13	-0.771522816	-0.844545481	-1.338801913	26.00	26.00
S	s11	2	14	0.932885804	0.165737204	1.584962501	26.00	26.00
S	s11	1	15	0.331709116	1.584962501	-0.122335543	26.00	26.00
S	s11	2	16	-0.498989278	-0.36975662	-1.191298652	26.00	26.00
S	s12	2	1	1.584962501	1.584962501	1.584962501	18.00	26.00
S	s12	1	2	-0.440572591	-1.584962501	-0.606988807	18.00	26.00
S	s12	2	3	1.584962501	0.938599455	1.584962501	18.00	26.00
S	s12	1	4	-1.584962501	0.803308089	-1.584962501	18.00	26.00
S	s12	2	5	-1.584962501	0.087462841	-1.584962501	18.00	26.00
S	s12	1	6	0.674904626	1.584962501	0.893084796	18.00	26.00
S	s12	2	7	0.652076697	-0.123735368	0	18.00	26.00
S	s12	1	8	0	1.584962501	-0.057715498	18.00	26.00
S	s12	2	9	1.584962501	1.584962501	1.584962501	18.00	26.00
S	s12	1	10	-1.584962501	-0.049753035	-1.584962501	18.00	26.00
S	s12	2	11	-0.222392421	-0.691877705	-0.68589141	18.00	26.00
S	s12	1	12	1.584962501	-1.584962501	1.584962501	18.00	26.00
S	s12	2	13	-0.362570079	0.811927652	-0.505640048	18.00	26.00
S	s12	1	14	1.584962501	1.584962501	1.584962501	18.00	26.00
S	s12	2	15	-0.176156955	-1.584962501	0.381870635	18.00	26.00
S	s12	1	16	1.534113359	1.584962501	1.584962501	18.00	26.00
S	s13	1	1	-0.634482637	1.584962501	-1.584962501	19.00	25.00
S	s13	2	2	-1.275179836	-1.584962501	-1.584962501	19.00	25.00
S	s13	1	3	0.436099115	-0.135351853	-0.289506617	19.00	25.00
S	s13	2	4	0.810029056	0.893084796	0.984569959	19.00	25.00
S	s13	1	5	1.437808807	1.584962501	1.584962501	19.00	25.00
S	s13	2	6	1.584962501	0.36804002	1.584962501	19.00	25.00
S	s13	1	7	1.584962501	0.807354922	1.584962501	19.00	25.00
S	s13	2	8	0.81334536	1.584962501	0.505640048	19.00	25.00
S	s13	1	9	1	1.584962501	1.326360341	19.00	25.00
S	s13	2	10	0.219009782	1.584962501	-0.092118202	19.00	25.00
S	s13	1	11	1.584962501	1.314510623	1.584962501	19.00	25.00
S	s13	2	12	0.228268988	-0.280809108	-0.403355694	19.00	25.00
S	s13	1	13	0.96829114	-0.093109404	1.498805857	19.00	25.00
S	s13	2	14	1.584962501	0.455945443	1.584962501	19.00	25.00
S	s13	1	15	0.050923935	0.485426827	-0.501659854	19.00	25.00
S	s13	2	16	0.093714435	1.584962501	-0.449525876	19.00	25.00
S	s14	2	1	0.55055247	1.584962501	0.224873411	25.00	31.00
S	s14	1	2	-1.584962501	-0.750480401	-1.584962501	25.00	31.00
S	s14	2	3	-1.584962501	-0.748815312	-1.584962501	25.00	31.00
S	s14	1	4	0.106915204	1.054447784	0.373043411	25.00	31.00
S	s14	2	5	-1.584962501	0.694373717	-1.584962501	25.00	31.00
S	s14	1	6	-1.584962501	-1.584962501	-1.584962501	25.00	31.00
S	s14	2	7	-0.289506617	-1.584962501	0.485426827	25.00	31.00
S	s14	1	8	1.584962501	1.584962501	1.584962501	25.00	31.00
S	s14	2	9	-0.96829114	1.584962501	-0.932885804	25.00	31.00
S	s14	1	10	-0.713695815	1.162271429	-1.078002512	25.00	31.00
S	s14	2	11	-0.767826558	-0.093109404	-0.641546029	25.00	31.00
S	s14	1	12	1.584962501	1.584962501	1.584962501	25.00	31.00
S	s14	2	13	1.455194626	-0.280809108	1.584962501	25.00	31.00
S	s14	1	14	-1.584962501	-0.041222663	-1.584962501	25.00	31.00
S	s14	2	15	-1.584962501	-0.610053482	-1.584962501	25.00	31.00
S	s14	1	16	-0.098853387	1.099535674	0.106915204	25.00	31.00
S	s15	1	1	1.584962501	1.584962501	1.584962501	18.00	20.00
S	s15	2	2	0.073373186	1.584962501	-0.036994207	18.00	20.00
S	s15	1	3	-1.584962501	-0.608120222	-1.584962501	18.00	20.00
S	s15	2	4	-1.094327383	-1.584962501	-1.584962501	18.00	20.00
S	s15	1	5	-1.584962501	1.409875794	-1.584962501	18.00	20.00
S	s15	2	6	-0.500204883	-0.736965594	-0.7206176	18.00	20.00
S	s15	1	7	-0.699245928	1.584962501	-1.287980763	18.00	20.00
S	s15	2	8	1.534113359	0.206450877	1.584962501	18.00	20.00
S	s15	1	9	0.05621601	1.584962501	-0.381870635	18.00	20.00
S	s15	2	10	0.266514975	1.407175382	0.312384322	18.00	20.00
S	s15	1	11	1.30256277	1.041820176	1.584962501	18.00	20.00
S	s15	2	12	-1.021695071	-0.689070904	-1.584962501	18.00	20.00
S	s15	1	13	-0.676211563	-0.654671473	-0.973032952	18.00	20.00
S	s15	2	14	0.859822342	-0.520832163	1.463400521	18.00	20.00
S	s15	1	15	0.232042591	1.584962501	0.220500362	18.00	20.00
S	s15	2	16	0.282399731	-1.280107919	-0.199308808	18.00	20.00
S	s16	2	1	0.976541027	1.150242636	1.502500341	17.00	19.00
S	s16	1	2	-1.584962501	0.298081353	-1.584962501	17.00	19.00
S	s16	2	3	-1.584962501	-1.584962501	-1.584962501	17.00	19.00
S	s16	1	4	1.461447964	1.362570079	1.584962501	17.00	19.00
S	s16	2	5	-1.584962501	-1.584962501	-1.584962501	17.00	19.00
S	s16	1	6	-1.584962501	-1.584962501	-1.584962501	17.00	19.00
S	s16	2	7	-1.584962501	0.04508789	-1.584962501	17.00	19.00
S	s16	1	8	-0.526747887	-0.991684732	-0.752689946	17.00	19.00
S	s16	2	9	1.584962501	1.584962501	1.584962501	17.00	19.00
S	s16	1	10	-1.584962501	-1.584962501	-1.584962501	17.00	19.00
S	s16	2	11	-0.619727919	0.051530301	-1.330645312	17.00	19.00
S	s16	1	12	0.278301162	0.022900402	-0.736965594	17.00	19.00
S	s16	2	13	-0.876851769	-1.523561956	-1.241888597	17.00	19.00
S	s16	1	14	-0.736965594	0.362570079	-1.23878686	17.00	19.00
S	s16	2	15	0.266514975	1.584962501	0.300509111	17.00	19.00
S	s16	1	16	0.992979572	1.584962501	1.374744793	17.00	19.00
S	s17	1	1	1.584962501	0.233199176	1.584962501	19.00	21.00
S	s17	2	2	0.699245928	-0.427421224	0.986824611	19.00	21.00
S	s17	1	3	1.584962501	-0.575860294	1.584962501	19.00	21.00
S	s17	2	4	-1.584962501	-1.584962501	-1.584962501	19.00	21.00
S	s17	1	5	-1.51583814	-1.584962501	-1.584962501	19.00	21.00
S	s17	2	6	-1.584962501	1.46712601	-1.584962501	19.00	21.00
S	s17	1	7	0.072149786	0.532667993	0.334419039	19.00	21.00
S	s17	2	8	0.701560258	-0.280107919	1.166897309	19.00	21.00
S	s17	1	9	-1.584962501	0.081683798	-1.584962501	19.00	21.00
S	s17	2	10	-0.83824893	-0.517399217	-1.137503524	19.00	21.00
S	s17	1	11	-0.378511623	-1.584962501	0.447458977	19.00	21.00
S	s17	2	12	-0.334419039	-1.584962501	-0.387023123	19.00	21.00
S	s17	1	13	-0.104588901	-0.902702799	-0.188445089	19.00	21.00
S	s17	2	14	1.584962501	0.485426827	1.584962501	19.00	21.00
S	s17	1	15	1.584962501	0.655665492	1.584962501	19.00	21.00
S	s17	2	16	0.68589141	0.371094152	0.881355504	19.00	21.00
S	s18	2	1	-0.610053482	0.316857105	-0.96829114	15.00	37.00
S	s18	1	2	-1.584962501	-1.584962501	-1.584962501	15.00	37.00
S	s18	2	3	0.021533162	-0.499571009	-0.06871275	15.00	37.00
S	s18	1	4	1.584962501	0.760329587	1.584962501	15.00	37.00
S	s18	2	5	-1.584962501	-1.584962501	-1.584962501	15.00	37.00
S	s18	1	6	-0.314873337	-1.584962501	-0.401616984	15.00	37.00
S	s18	2	7	-0.696607857	1.584962501	-1.46712601	15.00	37.00
S	s18	1	8	-1.109624491	0.073373186	-1.584962501	15.00	37.00
S	s18	2	9	-1.584962501	0.643207642	-1.584962501	15.00	37.00
S	s18	1	10	1.437808807	0.165737204	1.584962501	15.00	37.00
S	s18	2	11	0.619727919	-0.514573173	1.455194626	15.00	37.00
S	s18	1	12	0.485426827	0.040077439	0.485426827	15.00	37.00
S	s18	2	13	0.703606997	-0.131244533	0.964080426	15.00	37.00
S	s18	1	14	1.584962501	1.584962501	1.584962501	15.00	37.00
S	s18	2	15	0.42303029	1.584962501	0	15.00	37.00
S	s18	1	16	0.885064233	0.289506617	1.210566986	15.00	37.00
S	s19	1	1	1.40151636	0.279283757	1.584962501	20.00	22.00
S	s19	2	2	1.584962501	-0.810029056	1.584962501	20.00	22.00
S	s19	1	3	1.584962501	0.701560258	1.584962501	20.00	22.00
S	s19	2	4	0.506959989	-1.584962501	0.961525852	20.00	22.00
S	s19	1	5	1.584962501	1.09657326	1.584962501	20.00	22.00
S	s19	2	6	0.362570079	0.462971976	-0.233199176	20.00	22.00
S	s19	1	7	-0.465663572	0.339206086	-0.553935605	20.00	22.00
S	s19	2	8	0.816037165	0.401616984	0.514573173	20.00	22.00
S	s19	1	9	0.628031223	-1.584962501	0.387023123	20.00	22.00
S	s19	2	10	0.673189684	0.445139531	0.596103058	20.00	22.00
S	s19	1	11	-1.064130337	-1.228027956	-1.584962501	20.00	22.00
S	s19	2	12	0.131244533	1.584962501	-0.267933205	20.00	22.00
S	s19	1	13	-0.427421224	1.05134688	-0.259643817	20.00	22.00
S	s19	2	14	-0.712197689	-0.317970081	-0.788495895	20.00	22.00
S	s19	1	15	1.584962501	-0.378511623	1.584962501	20.00	22.00
S	s19	2	16	-1.584962501	-1.584962501	-1.584962501	20.00	22.00
S	s2	2	1	0.72549281	-1.584962501	0.83824893	16.00	20.00
S	s2	1	2	-1.060541542	0.430634354	-1.584962501	16.00	20.00
S	s2	2	3	-0.77909107	-1.584962501	-1.23349013	16.00	20.00
S	s2	1	4	-1.584962501	-0.190822342	-1.584962501	16.00	20.00
S	s2	2	5	-0.330473204	-0.649312912	-1.280107919	16.00	20.00
S	s2	1	6	1.584962501	-0.055495113	1.584962501	16.00	20.00
S	s2	2	7	-0.206450877	-1.150242636	-1.253756592	16.00	20.00
S	s2	1	8	-1.417505755	-0.67211445	-1.584962501	16.00	20.00
S	s2	2	9	0.923378718	-1.584962501	0.832648942	16.00	20.00
S	s2	1	10	0.771522816	-0.378511623	1.348895142	16.00	20.00
S	s2	2	11	-0.125530882	0.186413124	-1.021695071	16.00	20.00
S	s2	1	12	0	1.584962501	-0.160464672	16.00	20.00
S	s2	2	13	-0.427421224	0.279283757	-0.57797607	16.00	20.00
S	s2	1	14	-0.655665492	-1.037474705	-1.353636955	16.00	20.00
S	s2	2	15	-0.201633861	0.153623189	-0.233199176	16.00	20.00
S	s2	1	16	-0.070966521	0.547487795	0.508464363	16.00	20.00
S	s20	2	1	0.515920856	0.883186335	0.03355256	17.00	23.00
S	s20	1	2	-1.584962501	-0.485426827	-1.584962501	17.00	23.00
S	s20	2	3	1.584962501	-0.327164743	1.584962501	17.00	23.00
S	s20	1	4	-1.584962501	-0.30718151	-1.584962501	17.00	23.00
S	s20	2	5	0.176156955	-0.657894023	-0.628031223	17.00	23.00
S	s20	1	6	1.584962501	1.584962501	1.584962501	17.00	23.00
S	s20	2	7	1.584962501	1.584962501	0	17.00	23.00
S	s20	1	8	1.584962501	0.565597176	1.584962501	17.00	23.00
S	s20	2	9	0.230483834	-0.760329587	0.362570079	17.00	23.00
S	s20	1	10	-0.250696071	-1.123988717	-0.427421224	17.00	23.00
S	s20	2	11	0.147341716	-1.584962501	-0.847996907	17.00	23.00
S	s20	1	12	0.485426827	1.584962501	0.833990049	17.00	23.00
S	s20	2	13	0.165737204	-0.327164743	0.185214872	17.00	23.00
S	s20	1	14	0.330473204	0.610053482	1.287980763	17.00	23.00
S	s20	2	15	0.289506617	0.38502493	0	17.00	23.00
S	s20	1	16	0.424752654	-0.228268988	-0.137503524	17.00	23.00
S	s21	1	1	0.362570079	-0.574236094	0.913585248	18.00	23.00
S	s21	2	2	-0.334419039	-1.584962501	-0.641546029	18.00	23.00
S	s21	1	3	-0.602664502	-1.121990524	-0.131244533	18.00	23.00
S	s21	2	4	0	-1.584962501	0.111031312	18.00	23.00
S	s21	1	5	-0.206450877	0.566583971	-1.028569152	18.00	23.00
S	s21	2	6	-0.847996907	-0.144389909	-1.194647431	18.00	23.00
S	s21	1	7	-1.177304532	0.427421224	-1.584962501	18.00	23.00
S	s21	2	8	-0.760329587	-1.584962501	-0.317970081	18.00	23.00
S	s21	1	9	-0.691877705	1.584962501	-1.584962501	18.00	23.00
S	s21	2	10	-1.584962501	-1.129880283	-1.584962501	18.00	23.00
S	s21	1	11	-1.241888597	1.106308902	-1.584962501	18.00	23.00
S	s21	2	12	0.610053482	0	0.833990049	18.00	23.00
S	s21	1	13	0.106915204	0.796466606	0	18.00	23.00
S	s21	2	14	0.165737204	-0.68589141	0.195256291	18.00	23.00
S	s21	1	15	-0.046542586	1.584962501	-0.506959989	18.00	23.00
S	s21	2	16	-0.804869659	-0.508464363	-1.154328146	18.00	23.00
S	s22	2	1	0.087462841	-1.584962501	0.823122238	19.00	23.00
S	s22	1	2	-1.584962501	0.654671473	-1.584962501	19.00	23.00
S	s22	2	3	-1.078002512	-0.893084796	-1.584962501	19.00	23.00
S	s22	1	4	1.31259023	-1.584962501	1.584962501	19.00	23.00
S	s22	2	5	0.376148486	-0.155517578	-0.30718151	19.00	23.00
S	s22	1	6	0.736965594	-0.2410081	1.200532987	19.00	23.00
S	s22	2	7	-1.584962501	-1.584962501	-1.584962501	19.00	23.00
S	s22	1	8	1.434937057	1.584962501	1.584962501	19.00	23.00
S	s22	2	9	0.131244533	0.249359469	0.341036918	19.00	23.00
S	s22	1	10	1.584962501	-0.139724764	1.584962501	19.00	23.00
S	s22	2	11	1.177304532	0.233199176	1.584962501	19.00	23.00
S	s22	1	12	-0.214124805	-0.021533162	-0.169925001	19.00	23.00
S	s22	2	13	-0.30718151	-1.584962501	-0.371094152	19.00	23.00
S	s22	1	14	1.008082346	0.872994723	1.584962501	19.00	23.00
S	s22	2	15	-1.584962501	-0.427421224	-1.584962501	19.00	23.00
S	s22	1	16	0.395928676	0.084888898	1.137503524	19.00	23.00
S	s3	2	1	-1.584962501	-0.046542586	-1.584962501	30.00	32.00
S	s3	1	2	-0.68589141	-1.584962501	-0.958580073	30.00	32.00
S	s3	2	3	1.524526647	-0.314873337	1.584962501	30.00	32.00
S	s3	1	4	0.989804233	0.96829114	1.584962501	30.00	32.00
S	s3	2	5	1.286051059	0.515920856	1.584962501	30.00	32.00
S	s3	1	6	-1.137503524	0.932885804	-1.584962501	30.00	32.00
S	s3	2	7	1.584962501	0.165737204	1.584962501	30.00	32.00
S	s3	1	8	-0.445943541	-0.391687012	-0.602664502	30.00	32.00
S	s3	2	9	-1.318887641	-0.505640048	-1.584962501	30.00	32.00
S	s3	1	10	0.809244503	1.584962501	1.105353	30.00	32.00
S	s3	2	11	1.222392421	-1.584962501	1.584962501	30.00	32.00
S	s3	1	12	1.086299846	-1.584962501	1.584962501	30.00	32.00
S	s3	2	13	-1.584962501	-1.584962501	-1.584962501	30.00	32.00
S	s3	1	14	1.584962501	1.584962501	1.584962501	30.00	32.00
S	s3	2	15	0.836501268	-1.584962501	1.253756592	30.00	32.00
S	s3	1	16	1.584962501	-1.216575095	1.584962501	30.00	32.00
S	s4	1	1	0.847996907	1.085391491	1.353636955	22.00	24.00
S	s4	2	2	-0.200077835	-1.584962501	-0.137503524	22.00	24.00
S	s4	1	3	-1.584962501	0.558490289	-1.584962501	22.00	24.00
S	s4	2	4	-1.584962501	-1.584962501	-1.584962501	22.00	24.00
S	s4	1	5	1.584962501	1.584962501	1.584962501	22.00	24.00
S	s4	2	6	1.584962501	-0.345135486	1.584962501	22.00	24.00
S	s4	1	7	-1.584962501	-0.424752654	-1.584962501	22.00	24.00
S	s4	2	8	-0.429864917	-0.763559804	-0.591360272	22.00	24.00
S	s4	1	9	1.584962501	1.584962501	1.584962501	22.00	24.00
S	s4	2	10	-1.584962501	0.289506617	-1.584962501	22.00	24.00
S	s4	1	11	1.584962501	1.584962501	1.584962501	22.00	24.00
S	s4	2	12	-1.584962501	-1.584962501	-1.584962501	22.00	24.00
S	s4	1	13	-0.305936062	-0.485426827	-0.378511623	22.00	24.00
S	s4	2	14	1.584962501	0.95981091	1.584962501	22.00	24.00
S	s4	1	15	-0.303069068	-0.574236094	-0.356565097	22.00	24.00
S	s4	2	16	-1.584962501	-1.584962501	-1.584962501	22.00	24.00
S	s5	2	1	0.7589919	1.584962501	0.354430735	16.00	19.00
S	s5	1	2	0.099535674	1.473931188	0.273760812	16.00	19.00
S	s5	2	3	-0.515920856	0.621488377	-0.863678529	16.00	19.00
S	s5	1	4	-1.389042291	-1.584962501	-1.584962501	16.00	19.00
S	s5	2	5	0.030696797	0.874469118	-1.169925001	16.00	19.00
S	s5	1	6	0.9510904	1.584962501	0.628031223	16.00	19.00
S	s5	2	7	0.645335119	1.584962501	0.180572246	16.00	19.00
S	s5	1	8	-1.584962501	-0.454565863	-1.584962501	16.00	19.00
S	s5	2	9	0.705430021	-0.893084796	0.411068597	16.00	19.00
S	s5	1	10	0.68589141	-0.308631272	0.956931278	16.00	19.00
S	s5	2	11	0.312384322	-1.584962501	-0.553935605	16.00	19.00
S	s5	1	12	-0.655665492	0.200077835	-0.103093493	16.00	19.00
S	s5	2	13	-0.212544635	0.569695744	0.419713986	16.00	19.00
S	s5	1	14	1.584962501	0.408464845	1.584962501	16.00	19.00
S	s5	2	15	0.845156955	0.245577209	0.590237443	16.00	19.00
S	s5	1	16	0.057715498	0.206450877	0	16.00	19.00
S	s6	1	1	-1.584962501	-0.362570079	-1.584962501	14.00	23.00
S	s6	2	2	-0.200077835	-0.796466606	-0.235378063	14.00	23.00
S	s6	1	3	-0.070966521	0.785261151	0	14.00	23.00
S	s6	2	4	-1.584962501	-0.084888898	-1.584962501	14.00	23.00
S	s6	1	5	-0.362570079	0.81334536	-0.517399217	14.00	23.00
S	s6	2	6	0.334419039	0.043721377	0.419713986	14.00	23.00
S	s6	1	7	-1.584962501	0.345135486	-1.584962501	14.00	23.00
S	s6	2	8	1.584962501	0.893084796	1.584962501	14.00	23.00
S	s6	1	9	1.584962501	1.069421401	1.584962501	14.00	23.00
S	s6	2	10	0.712197689	-0.713695815	1.057947349	14.00	23.00
S	s6	1	11	0.062735755	1.584962501	-0.823122238	14.00	23.00
S	s6	2	12	-1.216575095	-0.351472371	-1.584962501	14.00	23.00
S	s6	1	13	-0.715023041	-0.942119084	-1.215389034	14.00	23.00
S	s6	2	14	-0.544698631	-1.584962501	-0.03355256	14.00	23.00
S	s6	1	15	0.226427935	1.584962501	-0.2410081	14.00	23.00
S	s6	2	16	1.584962501	-1.584962501	1.584962501	14.00	23.00
S	s7	1	1	-0.298081353	-1.584962501	-0.120294234	17.00	20.00
S	s7	2	2	-0.510194732	-1.584962501	-0.30718151	17.00	20.00
S	s7	1	3	0.598637438	-0.206450877	0	17.00	20.00
S	s7	2	4	0.502500341	-1.584962501	0.96829114	17.00	20.00
S	s7	1	5	-1.514573173	0.749593202	-1.584962501	17.00	20.00
S	s7	2	6	0.155517578	0.30718151	0.464403577	17.00	20.00
S	s7	1	7	0	-0.255257055	0	17.00	20.00
S	s7	2	8	0.021533162	-1.584962501	0.137503524	17.00	20.00
S	s7	1	9	0.334419039	-0.103093493	0.790904401	17.00	20.00
S	s7	2	10	-1.584962501	-1.584962501	-1.584962501	17.00	20.00
S	s7	1	11	-0.321928095	1.008878151	-0.451379346	17.00	20.00
S	s7	2	12	0.149377624	0.929116514	0	17.00	20.00
S	s7	1	13	0.250696071	-1.009847786	0.485426827	17.00	20.00
S	s7	2	14	-1.584962501	-0.7481277	-1.584962501	17.00	20.00
S	s7	1	15	0.134301092	-0.506959989	-0.404695555	17.00	20.00
S	s7	2	16	-0.33997455	-1.584962501	0.154722595	17.00	20.00
S	s8	2	1	0.851677253	-1.584962501	1.584962501	10.00	23.00
S	s8	1	2	1.584962501	1.584962501	1.584962501	10.00	23.00
S	s8	2	3	-1.584962501	-1.584962501	-1.584962501	10.00	23.00
S	s8	1	4	1.169925001	-0.144389909	1.584962501	10.00	23.00
S	s8	2	5	-0.321928095	-1.584962501	-0.387023123	10.00	23.00
S	s8	1	6	1.584962501	1.584962501	1.584962501	10.00	23.00
S	s8	2	7	-1.584962501	0.699245928	-1.584962501	10.00	23.00
S	s8	1	8	-1.321928095	1.584962501	-1.584962501	10.00	23.00
S	s8	2	9	-1.584962501	-1.584962501	-1.584962501	10.00	23.00
S	s8	1	10	-0.9510904	1.584962501	-1.584962501	10.00	23.00
S	s8	2	11	-0.423807709	1.584962501	-0.893084796	10.00	23.00
S	s8	1	12	1.584962501	-0.06871275	1.584962501	10.00	23.00
S	s8	2	13	-1.584962501	-1.584962501	-1.584962501	10.00	23.00
S	s8	1	14	1.008878151	0.676211563	1.584962501	10.00	23.00
S	s8	2	15	-0.857488356	0.881355504	-1.358191639	10.00	23.00
S	s8	1	16	-1.164854012	1.584962501	-1.584962501	10.00	23.00
S	s9	1	1	-1.584962501	0.3016557	-1.584962501	18.00	21.00
S	s9	2	2	1.086299846	-1.584962501	1.584962501	18.00	21.00
S	s9	1	3	-1.584962501	-1.404390255	-1.584962501	18.00	21.00
S	s9	2	4	-1.584962501	-1.584962501	-1.584962501	18.00	21.00
S	s9	1	5	-0.141554144	-0.206450877	-0.415037499	18.00	21.00
S	s9	2	6	-0.341036918	-1.584962501	-0.547487795	18.00	21.00
S	s9	1	7	-0.579293751	1.046096415	-1.204358499	18.00	21.00
S	s9	2	8	-0.72549281	-0.224873411	-0.706268797	18.00	21.00
S	s9	1	9	1.584962501	1.584962501	1.584962501	18.00	21.00
S	s9	2	10	1.584962501	1.584962501	1.584962501	18.00	21.00
S	s9	1	11	0.703606997	0.736965594	1.280107919	18.00	21.00
S	s9	2	12	-0.173331603	-0.188445089	-0.485426827	18.00	21.00
S	s9	1	13	-1.217417606	-0.255257055	-1.584962501	18.00	21.00
S	s9	2	14	0.127379306	-1.584962501	0.329307625	18.00	21.00
S	s9	1	15	-0.316857105	-0.751501687	-0.265733555	18.00	21.00
S	s9	2	16	-1.078002512	-1.584962501	-0.903492019	18.00	21.00
